property_type,region,area_m2,price_usd,lat,lon,state
apartment,South,72.0,94946.26959247648,-29.7699432,-51.1372116,Rio Grande do Sul
apartment,South,68.0,100959.52664576803,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,78.0,203380.24137931035,-30.031038,-51.217381,Rio Grande do Sul
apartment,South,68.0,100125.6551724138,-30.034370994,-51.2050462609,Rio Grande do Sul
apartment,South,124.0,156446.34169278998,-29.6918133,-53.8116896,Rio Grande do Sul
apartment,South,128.0,149249.8119122257,-29.6897281,-53.8190743,Rio Grande do Sul
apartment,South,232.0,496885.4827586207,-30.024878,-51.204952,Rio Grande do Sul
house,South,112.0,107895.47335423197,-30.039631,-51.119343,Rio Grande do Sul
house,South,188.0,434920.84012539184,-29.9994686,-51.2235967,Rio Grande do Sul
apartment,South,120.0,462142.50156739814,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,91.0,87609.94357366771,-29.6885662,-53.8086693,Rio Grande do Sul
apartment,South,110.0,82916.55485893416,-29.6913004,-53.8088699,Rio Grande do Sul
apartment,South,57.0,150331.59247648905,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,112.0,92929.12539184952,-30.0067526,-51.2025158,Rio Grande do Sul
apartment,South,71.0,93047.34169278998,-29.663378,-49.998238,Rio Grande do Sul
house,South,158.0,250314.1536050157,-30.0575825,-51.2258267,Rio Grande do Sul
apartment,South,132.0,215211.5423197492,-29.6983797521,-53.8101236963,Rio Grande do Sul
apartment,South,96.0,234669.50783699058,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,71.0,98111.1379310345,-29.6897817,-53.8084522,Rio Grande do Sul
apartment,South,118.0,158243.77429467085,-29.33136,-49.803558,Rio Grande do Sul
apartment,South,132.0,150331.59247648905,-29.7075428385,-53.7291463413,Rio Grande do Sul
house,South,240.0,172090.97492163008,-30.078278,-51.198933,Rio Grande do Sul
apartment,South,121.0,185461.71473354232,-30.023867,-50.245049,Rio Grande do Sul
house,South,236.0,229976.11912225705,-30.003588,-51.144939,Rio Grande do Sul
apartment,South,129.0,153317.4106583072,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,83.0,141790.22570532915,-29.7063704,-53.7222111,Rio Grande do Sul
house,South,88.0,87034.07523510972,-30.1594121,-51.1876979,Rio Grande do Sul
apartment,South,121.0,203693.13479623824,-29.695654,-53.811928,Rio Grande do Sul
apartment,South,224.0,246860.2946708464,-29.692025,-53.809528,Rio Grande do Sul
apartment,South,67.0,99693.58307210033,-30.004559,-51.159519,Rio Grande do Sul
apartment,South,95.0,218911.2789968652,-30.110956,-51.253216,Rio Grande do Sul
apartment,South,82.0,150188.48589341695,-30.015261,-51.165073,Rio Grande do Sul
house,South,153.0,219024.87460815048,-29.6984894,-53.715833,Rio Grande do Sul
apartment,South,70.0,126278.52978056426,-30.005852,-51.1311,Rio Grande do Sul
apartment,South,71.0,106023.33228840126,-29.7033577483,-53.8016270286,Rio Grande do Sul
apartment,South,70.0,122028.14106583073,-30.024027,-51.179874,Rio Grande do Sul
apartment,South,177.0,297248.05329153605,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,75.0,104440.89655172414,-30.088015,-51.237003,Rio Grande do Sul
apartment,South,104.0,96996.73040752352,-30.043938,-51.191223,Rio Grande do Sul
house,South,145.0,503215.23197492165,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,96.0,205716.91536050156,-29.33136,-49.803558,Rio Grande do Sul
apartment,South,58.0,175219.89655172414,-30.095833,-51.240475,Rio Grande do Sul
apartment,South,175.0,250025.17554858935,-29.686794,-53.809334,Rio Grande do Sul
apartment,South,77.0,88616.51097178683,-30.040146,-51.176842,Rio Grande do Sul
apartment,South,112.0,159575.263322884,-30.03804,-51.213978,Rio Grande do Sul
apartment,South,86.0,145584.2789968652,-30.045778,-51.171303,Rio Grande do Sul
apartment,South,169.0,186727.65830721002,-30.048243,-51.205936,Rio Grande do Sul
apartment,South,229.0,379785.07836990594,-30.032043,-51.178146,Rio Grande do Sul
house,South,78.0,93363.82445141065,-30.157801,-51.198315,Rio Grande do Sul
apartment,South,59.0,113935.52351097179,-29.981264,-51.185822,Rio Grande do Sul
apartment,South,174.0,237365.66771159874,-30.029697,-51.202991,Rio Grande do Sul
house,South,226.0,379785.07836990594,-30.002295,-51.123158,Rio Grande do Sul
house,South,250.0,272179.3009404389,-29.3630075,-50.837604,Rio Grande do Sul
apartment,South,93.0,297248.05329153605,-30.018183,-51.155926,Rio Grande do Sul
house,South,149.0,170100.76489028212,-30.1528579,-51.2175299,Rio Grande do Sul
apartment,South,59.0,169212.98746081506,-30.080242,-51.225227,Rio Grande do Sul
apartment,South,54.0,132979.3855799373,-30.0239284,-51.1936512,Rio Grande do Sul
apartment,South,64.0,116123.39811912227,-29.975916,-51.193546,Rio Grande do Sul
apartment,South,66.0,203380.24137931035,-30.029697,-51.202991,Rio Grande do Sul
apartment,South,79.0,171152.30094043887,-30.05175,-51.182068,Rio Grande do Sul
apartment,South,140.0,175219.89655172414,-30.0313029,-51.2337582,Rio Grande do Sul
apartment,South,69.0,111076.89968652038,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,59.0,161139.73040752352,-29.99622,-51.135017,Rio Grande do Sul
apartment,South,137.0,167738.4012539185,-29.6907445,-53.81513,Rio Grande do Sul
apartment,South,63.0,79121.88087774295,-30.051432,-51.171635,Rio Grande do Sul
house,South,141.0,134507.21630094046,-29.7075694,-53.7316878,Rio Grande do Sul
apartment,South,149.0,300663.1849529781,-30.014015,-51.175533,Rio Grande do Sul
house,South,55.0,129759.89968652038,-30.00367,-51.0907839,Rio Grande do Sul
house,South,110.0,104819.04388714733,-30.1585358,-51.1867649,Rio Grande do Sul
house,South,190.0,101276.0156739812,-29.6687488,-53.8188384,Rio Grande do Sul
apartment,South,88.0,117100.39498432602,-29.1583439,-51.5187326,Rio Grande do Sul
apartment,South,75.0,139254.52978056428,-30.023874,-51.133713,Rio Grande do Sul
apartment,South,86.0,199387.16614420066,-30.021929,-51.191223,Rio Grande do Sul
house,South,250.0,344181.9529780564,-30.018377,-51.197815,Rio Grande do Sul
apartment,South,68.0,187735.60815047022,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,72.0,80898.70846394985,-29.159452,-51.195312,Rio Grande do Sul
apartment,South,179.0,257823.57366771158,-29.683654728,-53.793330046,Rio Grande do Sul
apartment,South,124.0,135169.63636363638,-29.6773374,-51.1371516,Rio Grande do Sul
house,South,158.0,202235.5548589342,-30.088659,-51.180561,Rio Grande do Sul
apartment,South,69.0,89174.41065830721,-30.0637327,-51.2286633,Rio Grande do Sul
apartment,South,111.0,272216.6394984326,-30.04002,-51.191166,Rio Grande do Sul
apartment,South,55.0,118049.85579937304,-30.005852,-51.1311,Rio Grande do Sul
apartment,South,122.0,126595.02194357367,-29.6947083,-53.8156591,Rio Grande do Sul
apartment,South,118.0,113935.52351097179,-30.038136,-51.188606,Rio Grande do Sul
apartment,South,77.0,79121.88087774295,-29.7202590234,-53.806061954,Rio Grande do Sul
apartment,South,179.0,231035.9184952978,-29.6836845,-53.793599,Rio Grande do Sul
house,South,131.0,174068.15987460816,-30.022793,-51.144161,Rio Grande do Sul
apartment,South,72.0,75957.01253918496,-29.98037,-51.189854,Rio Grande do Sul
apartment,South,65.0,137672.77742946707,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,87.0,212046.66457680252,-30.027906,-51.190132,Rio Grande do Sul
apartment,South,138.0,119837.89341692791,-29.16787,-51.192532,Rio Grande do Sul
apartment,South,96.0,219024.87460815048,-30.046061,-51.225681,Rio Grande do Sul
apartment,South,54.0,189892.53918495297,-30.051432,-51.171635,Rio Grande do Sul
apartment,South,129.0,250314.1536050157,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,83.0,85928.90282131662,-29.6956853,-53.8120199,Rio Grande do Sul
house,South,242.0,234669.50783699058,-30.185879,-51.153313,Rio Grande do Sul
house,South,110.0,82286.7617554859,-29.677183,-53.81776,Rio Grande do Sul
apartment,South,88.0,119955.10971786834,-29.1643962687,-51.5177218492,Rio Grande do Sul
apartment,South,55.0,87034.07523510972,-30.015326,-51.152897,Rio Grande do Sul
apartment,South,53.0,109188.21003134798,-29.981264,-51.185822,Rio Grande do Sul
apartment,South,91.0,87609.94357366771,-29.686794,-53.809334,Rio Grande do Sul
house,South,120.0,77539.44827586207,-29.6955388,-53.8645311,Rio Grande do Sul
apartment,South,85.0,94313.28526645768,-30.01013,-51.202991,Rio Grande do Sul
apartment,South,113.0,393787.4357366771,-29.400955,-50.908092,Rio Grande do Sul
apartment,South,78.0,102941.68652037617,-30.0121786,-51.1340297,Rio Grande do Sul
apartment,South,199.0,395609.45454545453,-30.056164,-51.191223,Rio Grande do Sul
apartment,South,59.0,98111.1379310345,-30.088015,-51.237003,Rio Grande do Sul
apartment,South,74.0,101276.0156739812,-30.002211,-51.146942,Rio Grande do Sul
house,South,151.0,110770.64576802508,-30.210297,-51.111507,Rio Grande do Sul
apartment,South,150.0,203380.24137931035,-30.029697,-51.202991,Rio Grande do Sul
apartment,South,68.0,75094.24137931035,-29.6797225,-53.8104544,Rio Grande do Sul
apartment,South,69.0,112669.57053291536,-29.1608315993,-51.5123749577,Rio Grande do Sul
apartment,South,56.0,102858.45141065831,-30.104361,-51.252487,Rio Grande do Sul
apartment,South,120.0,170526.5078369906,-30.024702,-51.217758,Rio Grande do Sul
apartment,South,73.0,151914.02507836992,-30.067726,-51.217381,Rio Grande do Sul
house,South,141.0,131342.33542319748,-30.017015,-51.124569,Rio Grande do Sul
apartment,South,55.0,79787.6300940439,-30.04122,-51.22538,Rio Grande do Sul
apartment,South,126.0,129914.34482758622,-29.7742677459,-51.1506700516,Rio Grande do Sul
apartment,South,58.0,100643.04388714733,-30.032068,-51.220879,Rio Grande do Sul
apartment,South,76.0,101276.0156739812,-30.049389,-51.222008,Rio Grande do Sul
apartment,South,62.0,151667.80250783698,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,69.0,91781.38871473355,-29.6935355,-53.7976124,Rio Grande do Sul
apartment,South,135.0,189259.56739811914,-30.040146,-51.176842,Rio Grande do Sul
apartment,South,98.0,170526.5078369906,-30.020716,-51.146786,Rio Grande do Sul
house,South,150.0,155078.90595611287,-29.6448359,-53.5860769,Rio Grande do Sul
apartment,South,77.0,90738.87460815048,-30.041872,-51.215961,Rio Grande do Sul
apartment,South,72.0,218399.09404388713,-30.050106,-51.189552,Rio Grande do Sul
apartment,South,134.0,272216.6394984326,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,55.0,75094.24137931035,-29.7008001471,-53.8049668354,Rio Grande do Sul
apartment,South,57.0,150648.0815047022,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,110.0,172090.97492163008,-29.7082729,-53.7255785,Rio Grande do Sul
house,South,228.0,155078.90595611287,-30.0776914,-51.0609696,Rio Grande do Sul
apartment,South,64.0,135446.22884012538,-30.047262,-51.171455,Rio Grande do Sul
apartment,South,77.0,105944.20689655172,-29.6929519,-53.7979616,Rio Grande do Sul
apartment,South,173.0,234669.50783699058,-29.6831675,-53.8159062,Rio Grande do Sul
house,South,169.0,205716.91536050156,-30.00388,-51.162075,Rio Grande do Sul
apartment,South,65.0,100643.04388714733,-30.040138,-51.219105,Rio Grande do Sul
apartment,South,58.0,115517.9592476489,-30.067726,-51.217381,Rio Grande do Sul
apartment,South,103.0,272216.6394984326,-30.015261,-51.165073,Rio Grande do Sul
house,South,241.0,474731.3479623824,-30.023874,-51.133713,Rio Grande do Sul
apartment,South,90.0,178124.38871473356,-30.046061,-51.225681,Rio Grande do Sul
house,South,247.0,198686.8526645768,-30.105103,-51.246517,Rio Grande do Sul
apartment,South,118.0,348136.3228840126,-30.049839,-51.218689,Rio Grande do Sul
apartment,South,230.0,422405.1285266458,-30.039001,-51.18441,Rio Grande do Sul
apartment,South,71.0,97478.16614420062,-29.6973389,-53.7963083,Rio Grande do Sul
apartment,South,243.0,281603.4200626959,-30.021929,-51.191223,Rio Grande do Sul
house,South,71.0,78223.16614420063,-30.071606,-51.018845,Rio Grande do Sul
apartment,South,69.0,140801.70846394985,-30.104027,-51.230244,Rio Grande do Sul
apartment,South,66.0,110360.79310344828,-29.975916,-51.193546,Rio Grande do Sul
apartment,South,57.0,101276.0156739812,-30.036612,-51.221458,Rio Grande do Sul
apartment,South,79.0,159575.263322884,-30.008717,-51.150658,Rio Grande do Sul
apartment,South,133.0,175219.89655172414,-30.110353,-51.223923,Rio Grande do Sul
apartment,South,57.0,125962.05015673982,-30.046061,-51.225681,Rio Grande do Sul
apartment,South,84.0,107922.25705329154,-29.6873064,-53.8154769,Rio Grande do Sul
apartment,South,150.0,153812.95297805642,-29.3401255517,-49.735903192,Rio Grande do Sul
apartment,South,76.0,94946.26959247648,-29.7041038,-53.709062,Rio Grande do Sul
apartment,South,107.0,159982.02821316614,-29.6870256,-53.797246,Rio Grande do Sul
apartment,South,105.0,246860.2946708464,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,115.0,137672.08463949844,-30.031322,-51.212627,Rio Grande do Sul
apartment,South,74.0,194639.8526645768,-30.056164,-51.191223,Rio Grande do Sul
apartment,South,87.0,100326.55485893418,-30.035479,-51.201538,Rio Grande do Sul
apartment,South,145.0,391115.86206896557,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,83.0,160144.41379310345,-29.6873064,-53.8154769,Rio Grande do Sul
apartment,South,95.0,252557.0721003135,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,178.0,411433.84012539184,-30.030418,-51.187057,Rio Grande do Sul
apartment,South,68.0,109512.43260188088,-30.071451,-51.206734,Rio Grande do Sul
apartment,South,80.0,100125.6551724138,-30.04063,-51.190052,Rio Grande do Sul
apartment,South,70.0,150188.48589341695,-30.029264,-51.191223,Rio Grande do Sul
apartment,South,56.0,123430.14106583073,-30.056608,-51.167461,Rio Grande do Sul
apartment,South,101.0,248436.7931034483,-30.015366,-51.193504,Rio Grande do Sul
apartment,South,63.0,101276.0156739812,-30.059622,-51.218689,Rio Grande do Sul
apartment,South,104.0,170270.88087774295,-29.6950613,-53.8050259,Rio Grande do Sul
apartment,South,93.0,328349.58307210036,-30.034723,-51.232834,Rio Grande do Sul
apartment,South,124.0,237365.66771159874,-29.3332861178,-49.7248181492,Rio Grande do Sul
apartment,South,88.0,126595.02194357367,-29.33136,-49.803558,Rio Grande do Sul
apartment,South,70.0,75957.01253918496,-29.164381593,-51.5159852558,Rio Grande do Sul
house,South,63.0,82286.7617554859,-30.119474,-51.250092,Rio Grande do Sul
apartment,South,111.0,278509.05956112855,-30.038923,-51.191185,Rio Grande do Sul
apartment,South,66.0,104440.89655172414,-30.030588,-51.138939,Rio Grande do Sul
apartment,South,102.0,147483.2037617555,-29.6968749,-53.8150694,Rio Grande do Sul
apartment,South,79.0,145506.1065830721,-29.94697,-51.081474,Rio Grande do Sul
apartment,South,54.0,78805.4012539185,-30.047588,-51.135654,Rio Grande do Sul
apartment,South,62.0,114062.11598746083,-29.927069,-51.161156,Rio Grande do Sul
apartment,South,60.0,165833.11912225708,-29.99622,-51.135017,Rio Grande do Sul
apartment,South,76.0,121847.70846394985,-30.03548,-51.191505,Rio Grande do Sul
apartment,South,76.0,121402.36050156741,-29.755588,-50.042204,Rio Grande do Sul
apartment,South,147.0,115457.39498432603,-30.025932,-51.197933,Rio Grande do Sul
apartment,South,55.0,76220.34169278997,-29.6824866,-53.816955,Rio Grande do Sul
apartment,South,86.0,212767.01880877744,-30.032043,-51.178146,Rio Grande do Sul
house,South,107.0,79121.88087774295,-29.6684592,-53.8260965,Rio Grande do Sul
apartment,South,72.0,120265.27272727272,-29.7648866,-51.1146889,Rio Grande do Sul
apartment,South,76.0,143930.6300940439,-30.0440371,-51.1968218,Rio Grande do Sul
apartment,South,79.0,139254.52978056428,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,110.0,98111.1379310345,-29.6827941,-53.7995032,Rio Grande do Sul
apartment,South,146.0,203380.24137931035,-30.038923,-51.191185,Rio Grande do Sul
house,South,137.0,120265.27272727272,-30.040146,-51.176842,Rio Grande do Sul
house,South,157.0,172090.97492163008,-30.147755,-51.211281,Rio Grande do Sul
house,South,199.0,193993.46394984328,-30.161753,-51.161156,Rio Grande do Sul
apartment,South,129.0,202552.0344827586,-30.023867,-50.245049,Rio Grande do Sul
apartment,South,199.0,218376.42319749217,-30.128674,-51.234386,Rio Grande do Sul
house,South,131.0,136089.64890282133,-30.160891,-51.190681,Rio Grande do Sul
house,South,148.0,153496.46081504703,-30.022793,-51.144161,Rio Grande do Sul
apartment,South,54.0,81352.09717868338,-29.705238,-53.7238121,Rio Grande do Sul
house,South,160.0,100125.6551724138,-30.1035598,-51.2231066,Rio Grande do Sul
house,South,167.0,125012.58620689657,-29.7242715,-52.4381492,Rio Grande do Sul
apartment,South,107.0,142679.065830721,-29.17606,-51.17284,Rio Grande do Sul
apartment,South,76.0,117733.36677115988,-30.007442,-51.159832,Rio Grande do Sul
apartment,South,79.0,139254.52978056428,-30.070068,-51.192532,Rio Grande do Sul
house,South,239.0,250314.1536050157,-30.128674,-51.234386,Rio Grande do Sul
apartment,South,75.0,88616.51097178683,-30.030844,-51.234386,Rio Grande do Sul
apartment,South,61.0,110770.64576802508,-30.068808,-51.238083,Rio Grande do Sul
apartment,South,162.0,234669.50783699058,-30.031038,-51.217381,Rio Grande do Sul
apartment,South,88.0,188310.10344827586,-30.120537,-51.225018,Rio Grande do Sul
apartment,South,83.0,112306.87460815047,-29.6906658165,-53.8000486143,Rio Grande do Sul
apartment,South,60.0,113935.52351097179,-30.041872,-51.215961,Rio Grande do Sul
apartment,South,209.0,438335.2789968652,-30.034788,-51.195995,Rio Grande do Sul
apartment,South,99.0,181477.75235109718,-30.03301,-51.231701,Rio Grande do Sul
apartment,South,143.0,369086.5830721003,-30.021929,-51.191223,Rio Grande do Sul
house,South,69.0,98111.1379310345,-29.981264,-51.185822,Rio Grande do Sul
apartment,South,114.0,321867.855799373,-30.068159,-51.229153,Rio Grande do Sul
apartment,South,68.0,78488.90909090909,-30.003452,-51.178055,Rio Grande do Sul
house,South,136.0,79121.88087774295,-30.1591961,-51.1773018,Rio Grande do Sul
house,South,88.0,93363.82445141065,-29.7839744,-51.1225968,Rio Grande do Sul
house,South,75.0,88616.51097178683,-30.134493,-51.187645,Rio Grande do Sul
apartment,South,193.0,312892.6865203762,-30.024878,-51.204952,Rio Grande do Sul
apartment,South,56.0,92414.3605015674,-30.090624,-51.132404,Rio Grande do Sul
apartment,South,104.0,136089.64890282133,-30.035479,-51.201538,Rio Grande do Sul
apartment,South,146.0,348136.3228840126,-30.0297701,-51.1784856,Rio Grande do Sul
apartment,South,72.0,134543.8526645768,-30.0535321165,-51.1809034666,Rio Grande do Sul
apartment,South,75.0,98111.1379310345,-29.6923719,-53.7997142,Rio Grande do Sul
apartment,South,72.0,198686.8526645768,-30.046061,-51.225681,Rio Grande do Sul
apartment,South,61.0,123192.78369905955,-29.973013,-51.124569,Rio Grande do Sul
apartment,South,89.0,98111.1379310345,-30.098846,-51.240437,Rio Grande do Sul
apartment,South,104.0,151914.02507836992,-30.029697,-51.202991,Rio Grande do Sul
apartment,South,94.0,230719.42946708464,-30.056164,-51.191223,Rio Grande do Sul
house,South,230.0,272216.6394984326,-30.128674,-51.234386,Rio Grande do Sul
apartment,South,109.0,196222.28526645768,-30.039001,-51.18441,Rio Grande do Sul
house,South,122.0,155078.90595611287,-30.1530607,-51.1722469,Rio Grande do Sul
apartment,South,64.0,87951.8934169279,-29.878993,-51.1701574,Rio Grande do Sul
apartment,South,100.0,80704.32601880877,-29.6932099,-53.8149785,Rio Grande do Sul
apartment,South,99.0,154881.87460815048,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,81.0,237798.44200626962,-30.026562,-51.190315,Rio Grande do Sul
apartment,South,150.0,220275.34796238245,-29.361098,-50.8140465,Rio Grande do Sul
house,South,182.0,270596.8652037618,-30.022793,-51.144161,Rio Grande do Sul
house,South,201.0,156446.34169278998,-30.151512,-51.20417,Rio Grande do Sul
apartment,South,235.0,436752.84639498434,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,104.0,114372.9090909091,-29.145527,-51.213455,Rio Grande do Sul
apartment,South,137.0,231540.58620689655,-30.059143,-51.227844,Rio Grande do Sul
house,South,97.0,99693.58307210033,-29.33136,-49.803558,Rio Grande do Sul
apartment,South,85.0,219024.87460815048,-30.023651,-51.171612,Rio Grande do Sul
apartment,South,65.0,78223.16614420063,-30.056164,-51.191223,Rio Grande do Sul
apartment,South,71.0,203380.24137931035,-30.016756,-51.207436,Rio Grande do Sul
apartment,South,224.0,269014.4326018809,-30.096561,-51.243439,Rio Grande do Sul
apartment,South,160.0,86233.2225705329,-29.6918133,-53.8116896,Rio Grande do Sul
apartment,South,76.0,86450.47648902822,-29.7041700902,-53.7096712725,Rio Grande do Sul
apartment,South,100.0,94946.26959247648,-30.039682,-51.219501,Rio Grande do Sul
apartment,South,160.0,205716.91536050156,-29.7014114,-53.7247356,Rio Grande do Sul
apartment,South,84.0,86401.10344827587,-30.012299,-51.204983,Rio Grande do Sul
apartment,South,66.0,109199.53918495298,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,126.0,150188.48589341695,-30.043938,-51.191223,Rio Grande do Sul
house,South,199.0,261735.21943573668,-29.9571527,-51.1896465,Rio Grande do Sul
apartment,South,73.0,132040.71473354232,-30.03548,-51.191505,Rio Grande do Sul
apartment,South,66.0,125012.58620689657,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,96.0,117100.39498432602,-30.034742,-51.232037,Rio Grande do Sul
apartment,South,93.0,115770.28840125391,-29.189182,-51.172794,Rio Grande do Sul
apartment,South,107.0,187735.60815047022,-30.0389,-51.168892,Rio Grande do Sul
apartment,South,85.0,256259.1065830721,-30.068159,-51.229153,Rio Grande do Sul
house,South,165.0,227871.05015673983,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,58.0,120150.78369905957,-30.024027,-51.179874,Rio Grande do Sul
house,South,80.0,124844.17554858934,-29.9536917,-51.0974704,Rio Grande do Sul
apartment,South,69.0,88616.51097178683,-30.120537,-51.225018,Rio Grande do Sul
house,South,63.0,93363.82445141065,-29.946451,-51.111507,Rio Grande do Sul
apartment,South,65.0,148481.9686520376,-30.042521,-51.225136,Rio Grande do Sul
apartment,South,74.0,125157.07523510972,-30.036904,-51.2282336,Rio Grande do Sul
apartment,South,76.0,99030.52978056426,-29.6980565,-53.8087329,Rio Grande do Sul
apartment,South,123.0,156446.34169278998,-30.032318,-51.179379,Rio Grande do Sul
apartment,South,88.0,140836.96238244514,-30.008112,-51.162083,Rio Grande do Sul
apartment,South,125.0,367648.90595611284,-30.041164,-51.198071,Rio Grande do Sul
apartment,South,68.0,134543.8526645768,-30.054241,-51.221066,Rio Grande do Sul
apartment,South,70.0,82290.77115987461,-29.6979247,-53.8174109,Rio Grande do Sul
house,South,65.0,88616.51097178683,-30.185879,-51.153313,Rio Grande do Sul
apartment,South,101.0,171465.19435736677,-30.007442,-51.159832,Rio Grande do Sul
apartment,South,97.0,150188.48589341695,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,83.0,140836.96238244514,-30.04143,-51.186394,Rio Grande do Sul
house,South,126.0,117891.61128526645,-30.161716,-51.202991,Rio Grande do Sul
apartment,South,126.0,134507.21630094046,-29.6938749,-53.7820602,Rio Grande do Sul
apartment,South,74.0,111941.64263322885,-29.7621448,-51.1505061,Rio Grande do Sul
apartment,South,57.0,112641.36363636365,-30.056608,-51.167461,Rio Grande do Sul
apartment,South,93.0,159575.263322884,-30.021929,-51.191223,Rio Grande do Sul
house,South,250.0,269014.4326018809,-29.7624631,-51.1214391,Rio Grande do Sul
apartment,South,91.0,296448.9247648903,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,141.0,281673.9278996865,-30.038136,-51.188606,Rio Grande do Sul
apartment,South,81.0,134507.21630094046,-30.057297,-51.155926,Rio Grande do Sul
apartment,South,68.0,181654.78056426332,-30.05175,-51.182068,Rio Grande do Sul
apartment,South,73.0,104399.11285266458,-30.109341,-51.223011,Rio Grande do Sul
house,South,111.0,130684.35736677116,-29.924559,-51.182068,Rio Grande do Sul
apartment,South,80.0,100125.6551724138,-29.680872,-53.8098352,Rio Grande do Sul
apartment,South,55.0,121847.70846394985,-30.020874,-51.171539,Rio Grande do Sul
apartment,South,72.0,177723.04702194358,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,119.0,120265.27272727272,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,60.0,104077.48902821317,-30.101278,-51.237732,Rio Grande do Sul
apartment,South,119.0,170526.5078369906,-30.024702,-51.217758,Rio Grande do Sul
apartment,South,87.0,202552.0344827586,-29.9263802,-51.1672816,Rio Grande do Sul
apartment,South,97.0,312579.7931034483,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,149.0,243695.42633228842,-30.030844,-51.234386,Rio Grande do Sul
apartment,South,70.0,140801.70846394985,-30.034723,-51.232834,Rio Grande do Sul
apartment,South,138.0,177233.0313479624,-30.028139,-51.217567,Rio Grande do Sul
apartment,South,96.0,237365.66771159874,-30.030418,-51.187057,Rio Grande do Sul
house,South,68.0,85451.6394984326,-30.1585358,-51.1867649,Rio Grande do Sul
apartment,South,57.0,83869.19435736677,-30.031719,-51.207718,Rio Grande do Sul
apartment,South,83.0,158243.77429467085,-30.006578,-51.1507,Rio Grande do Sul
apartment,South,67.0,153282.99686520378,-30.023651,-51.171612,Rio Grande do Sul
apartment,South,90.0,174068.15987460816,-30.120537,-51.225018,Rio Grande do Sul
house,South,220.0,236233.9749216301,-30.128674,-51.234386,Rio Grande do Sul
apartment,South,91.0,168175.0971786834,-30.038923,-51.191185,Rio Grande do Sul
house,South,231.0,284838.8087774295,-30.0459011,-51.1073362,Rio Grande do Sul
house,South,249.0,234669.50783699058,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,54.0,85451.6394984326,-30.00605,-51.162262,Rio Grande do Sul
house,South,249.0,396044.3134796239,-29.400955,-50.908092,Rio Grande do Sul
apartment,South,91.0,307625.91536050156,-30.120537,-51.225018,Rio Grande do Sul
apartment,South,169.0,150188.48589341695,-29.6861701,-53.8035538,Rio Grande do Sul
apartment,South,77.0,145584.2789968652,-30.0488095,-51.1903284,Rio Grande do Sul
apartment,South,65.0,145584.2789968652,-30.0532712,-51.1625581,Rio Grande do Sul
apartment,South,148.0,294119.12852664577,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,201.0,359826.5862068966,-30.031609,-51.166382,Rio Grande do Sul
apartment,South,84.0,126278.52978056426,-30.041092,-51.221848,Rio Grande do Sul
apartment,South,200.0,243695.42633228842,-29.6842966276,-53.7979231743,Rio Grande do Sul
apartment,South,128.0,96528.70219435736,-30.030058,-51.225006,Rio Grande do Sul
apartment,South,80.0,142419.39811912226,-29.3412033916,-49.7259300291,Rio Grande do Sul
apartment,South,99.0,187735.60815047022,-30.024027,-51.179874,Rio Grande do Sul
apartment,South,67.0,95432.26645768025,-30.055332,-51.147655,Rio Grande do Sul
apartment,South,69.0,196959.68965517243,-30.103489,-51.253208,Rio Grande do Sul
house,South,180.0,265958.7868338558,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,85.0,268149.03448275867,-30.068159,-51.229153,Rio Grande do Sul
house,South,248.0,216793.97805642633,-30.049229,-51.201336,Rio Grande do Sul
apartment,South,107.0,310157.81191222573,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,72.0,119632.29153605016,-30.029697,-51.202991,Rio Grande do Sul
house,South,217.0,280038.95297805645,-30.1273367,-51.2264746,Rio Grande do Sul
house,South,222.0,202754.46081504703,-29.33136,-49.803558,Rio Grande do Sul
